TravelTimeCode,SegmentLength,DIRAADT,LOTTRAMP,LOTTRMIDD,LOTTRPMP,TTTRAMP,TTTRMIDD,TTTRPMP,TTTRWE,TTTROVN,PHED,geometry,year
110-07308,0.359,7784,1.26,1.25,1.34,,,,,,3179.355,"LINESTRING (-77.32468 37.18874, -77.32327 37.18724, -77.32267 37.18663, -77.3225 37.18647, -77.32239 37.18636, -77.32232 37.18631, -77.32205 37.18608, -77.32178 37.18586, -77.3216 37.18575, -77.32153 37.18571, -77.32124 37.18552, -77.32101 37.18536, -77.32078 37.1852, -77.3207 37.18515, -77.32057 37.18507, -77.32033 37.18491)",2023
110N07308,0.121,7784,1.43,1.47,1.56,,,,,,1952.86,"LINESTRING (-77.32033 37.18491, -77.31967 37.1845, -77.31946 37.18437, -77.31927 37.18424, -77.3191 37.18413, -77.31889 37.18399, -77.31861 37.18381)",2023
110-07309,3.061,7784,1.12,1.13,1.16,,,,,,,"LINESTRING (-77.31861 37.18381, -77.3184 37.18367, -77.31817 37.18353, -77.31797 37.18347, -77.3168 37.1827, -77.31655 37.18254, -77.31612 37.18227, -77.31582 37.18208, -77.31556 37.18192, -77.31538 37.1818, -77.31483 37.18144, -77.31399 37.18089, -77.31386 37.18081, -77.31159 37.17935, -77.31066 37.17875, -77.31009 37.17839, -77.30957 37.17805, -77.30931 37.17788, -77.30914 37.17777, -77.30622 37.17589, -77.30596 37.17572, -77.30534 37.17533, -77.3022 37.17331, -77.30172 37.173, -77.30099 37.17253, -77.30026 37.17206, -77.2957 37.1691, -77.29534 37.16887, -77.29215 37.16681, -77.28974 37.16526, -77.2891 37.16485, -77.28762 37.1639, -77.28697 37.16348, -77.28519 37.16233, -77.28403 37.16157, -77.28087 37.15951, -77.27964 37.15872, -77.27838 37.15791, -77.27778 37.15753, -77.27639 37.15664, -77.27609 37.15645, -77.27535 37.15598)",2023
110-07310,3.466,7515,1.06,1.07,1.08,,,,,,,"LINESTRING (-77.27535 37.15598, -77.27496 37.15572, -77.2746 37.15549, -77.27441 37.15536, -77.27403 37.15512, -77.27361 37.15485, -77.27334 37.15467, -77.27312 37.15453, -77.27234 37.15403, -77.27171 37.15362, -77.27127 37.15334, -77.27087 37.15308, -77.26646 37.15022, -77.25476 37.14266, -77.25451 37.1425, -77.25192 37.14083, -77.24764 37.13807, -77.24545 37.13666, -77.23337 37.12885, -77.2295 37.12635, -77.22888 37.12595, -77.22869 37.12583, -77.22843 37.12566, -77.22766 37.12517, -77.22749 37.12506, -77.22715 37.12484, -77.22699 37.12474, -77.22645 37.12439)",2023
110+15321,0.069,4332,1.27,1.33,1.3,,,,,,,"LINESTRING (-77.35741 37.14318, -77.35771 37.14351, -77.35782 37.14365, -77.35792 37.14377, -77.35796 37.14383, -77.35815 37.14411, -77.3582 37.1442, -77.35829 37.14437, -77.35842 37.14465, -77.35847 37.14483, -77.35855 37.1451, -77.35861 37.14537, -77.35862 37.14541, -77.35868 37.14573, -77.35869 37.14603, -77.35869 37.14605, -77.35871 37.14635, -77.3587 37.14667, -77.35869 37.14679, -77.35869 37.14685, -77.35868 37.14694, -77.35864 37.14732, -77.35863 37.1474, -77.35862 37.14748, -77.35859 37.14766, -77.35849 37.14807, -77.35838 37.14838, -77.35833 37.14853, -77.35828 37.14869, -77.35808 37.14921, -77.35793 37.14951, -77.35785 37.14968, -77.35771 37.14997, -77.35732 37.15074, -77.35654 37.15232, -77.35645 37.1525, -77.35584 37.15374, -77.35579 37.15384, -77.35549 37.15445, -77.35527 37.15485, -77.35507 37.15521, -77.35501 37.15536, -77.35498 37.15544, -77.35491 37.15562, -77.35479 37.15594, -77.35466 37.15628, -77.35461 37.15645, -77.35455 37.15664, -77.35447 37.15692, -77.35438 37.15732, -77.35434 37.15771, -77.35432 37.15795, -77.35428 37.15843, -77.35428 37.1587, -77.35436 37.15913, -77.35445 37.15963, -77.35453 37.15998, -77.35465 37.16036, -77.35466 37.1604, -77.35473 37.16062, -77.35474 37.16065, -77.3548 37.16082, -77.35487 37.16102, -77.35502 37.16141, -77.35591 37.16366, -77.35605 37.16401, -77.35614 37.16422, -77.35625 37.16448, -77.35637 37.16473, -77.35646 37.16491, -77.35652 37.16504, -77.35668 37.16537, -77.35679 37.1656, -77.35704 37.16614, -77.35731 37.16674, -77.35774 37.16767, -77.35786 37.16793, -77.35797 37.16817, -77.35812 37.16849, -77.3585 37.16933, -77.3587 37.16973, -77.35898 37.17036, -77.35915 37.17072, -77.35923 37.1709, -77.3593 37.17105, -77.3594 37.17129, -77.35942 37.17134, -77.35944 37.17139, -77.35949 37.17151, -77.35954 37.17164, -77.35957 37.1717, -77.35959 37.17175, -77.35962 37.17181, -77.35972 37.17203, -77.35973 37.17205, -77.35977 37.17213, -77.35979 37.17218, -77.35986 37.17235, -77.35996 37.17257, -77.36001 37.17268, -77.36009 37.17285, -77.36021 37.17311, -77.3603 37.17332, -77.36034 37.17341, -77.36045 37.17365, -77.36047 37.17385, -77.3605 37.17393, -77.36059 37.17412, -77.36063 37.17421, -77.36066 37.17427, -77.3607 37.17435, -77.36086 37.17465)",2023
110+15322,1.1,4644,1.42,1.41,1.44,,,,,,,"LINESTRING (-77.36086 37.17465, -77.36108 37.17504, -77.36116 37.17518, -77.36131 37.1754, -77.36158 37.17579, -77.36202 37.17644, -77.36217 37.17665, -77.36243 37.177, -77.36304 37.17788, -77.36322 37.17814, -77.36333 37.1783, -77.36362 37.17872, -77.36375 37.17892, -77.36389 37.17912, -77.36414 37.1795, -77.36458 37.18016, -77.36477 37.18045, -77.36487 37.1806, -77.36499 37.18077, -77.36514 37.18099, -77.36536 37.18132, -77.36547 37.18147, -77.36552 37.18155, -77.36569 37.1818, -77.36589 37.1821, -77.36646 37.18293, -77.3667 37.18328, -77.36679 37.18342, -77.36707 37.18383, -77.36726 37.18411, -77.36732 37.18419, -77.36736 37.18425, -77.36745 37.18439, -77.36757 37.18457, -77.3676 37.18461, -77.36769 37.18475, -77.36797 37.18518, -77.36799 37.18521, -77.36806 37.18531, -77.36822 37.18542, -77.36841 37.18569, -77.36846 37.18576, -77.36852 37.18585, -77.36859 37.18595, -77.36877 37.18622, -77.36879 37.18626, -77.36891 37.18643, -77.36921 37.18687, -77.36923 37.1869, -77.3693 37.187, -77.36965 37.18748, -77.36973 37.18759, -77.36994 37.18788, -77.3701 37.18808, -77.37023 37.18824, -77.37051 37.18858)",2023
110+15323,1.115,9751,1.32,1.35,1.33,,,,,,,"LINESTRING (-77.37051 37.18858, -77.37081 37.18897, -77.37086 37.18903, -77.37095 37.18915, -77.37112 37.18937, -77.37117 37.18944, -77.37123 37.18951, -77.37129 37.18959, -77.37148 37.18983, -77.37157 37.18994, -77.37161 37.19, -77.37177 37.19019, -77.37198 37.19046, -77.37209 37.19059, -77.37217 37.19069, -77.3722 37.19073, -77.37233 37.19089, -77.37239 37.19097, -77.37245 37.19104, -77.37261 37.19125, -77.37275 37.19141, -77.37298 37.19171, -77.3732 37.192, -77.3734 37.19226, -77.37356 37.19246, -77.37366 37.19259, -77.37379 37.19278, -77.37381 37.1928, -77.37408 37.19312, -77.37415 37.1932, -77.37417 37.19323, -77.37441 37.19351, -77.37457 37.1937, -77.37479 37.19397, -77.37503 37.19423, -77.37509 37.19431, -77.37521 37.19446, -77.37524 37.1945, -77.37534 37.19463, -77.37539 37.19469, -77.37547 37.19478, -77.3755 37.19482, -77.37556 37.1949, -77.37562 37.19497, -77.37568 37.19505, -77.37572 37.19512, -77.37578 37.19524, -77.37583 37.19534, -77.37585 37.19537, -77.37588 37.19544, -77.37594 37.19556, -77.37604 37.19577, -77.37611 37.19593, -77.37615 37.19601, -77.37624 37.19622, -77.37629 37.19636, -77.37634 37.19651, -77.37637 37.1966, -77.37641 37.1967, -77.37643 37.19675, -77.37646 37.19683, -77.37656 37.19708, -77.37659 37.19715, -77.37662 37.19723, -77.3767 37.19745, -77.37683 37.19778, -77.3769 37.19796, -77.37695 37.19808, -77.37701 37.19823, -77.37716 37.19862, -77.3772 37.19873, -77.37738 37.19915, -77.37743 37.19924, -77.37752 37.19941, -77.37757 37.19961, -77.37762 37.19978, -77.37772 37.19992, -77.3779 37.20018, -77.37814 37.20052, -77.37821 37.20062, -77.37829 37.20072, -77.37835 37.20079, -77.37844 37.2009, -77.37848 37.20095, -77.37858 37.20107, -77.37873 37.20126, -77.37881 37.20136, -77.37915 37.20172, -77.37921 37.20179, -77.37927 37.20186, -77.37941 37.202, -77.3796 37.20219, -77.37967 37.20226, -77.37975 37.20234, -77.38007 37.20265)",2023
110+15324,0.925,8793,1.26,1.3,1.3,,,,,,4947.585,"LINESTRING (-77.38007 37.20265, -77.38046 37.20302, -77.38058 37.20314, -77.38098 37.20354, -77.38106 37.20361, -77.38122 37.20377, -77.38143 37.20398, -77.38149 37.20403, -77.38157 37.20411, -77.38175 37.20429, -77.38238 37.20491, -77.38252 37.20504, -77.38291 37.20542, -77.3832 37.20579, -77.38331 37.20593, -77.38337 37.20601, -77.38351 37.20611, -77.38355 37.20619, -77.38365 37.20637, -77.38377 37.20659, -77.38391 37.20685, -77.38407 37.20714, -77.38433 37.2076, -77.38443 37.20781, -77.38456 37.20821, -77.38462 37.20846, -77.38466 37.20866, -77.38467 37.20884, -77.38466 37.20898, -77.38465 37.20918, -77.38454 37.20984, -77.38433 37.21096, -77.38427 37.2112, -77.3842 37.21153, -77.38417 37.21174, -77.38416 37.21189, -77.38416 37.21205, -77.38417 37.21222, -77.3842 37.21245, -77.38424 37.21273, -77.38435 37.21316, -77.38443 37.21344, -77.38445 37.21357, -77.38449 37.21376, -77.38451 37.21395, -77.3845 37.21415, -77.38449 37.21434, -77.38445 37.21457, -77.38439 37.21485)",2023
110P15324,0.239,6230,1.3,1.4,1.38,,,,,,813.766,"LINESTRING (-77.38439 37.21485, -77.38428 37.21521, -77.38406 37.21597, -77.38405 37.21602, -77.38402 37.21612, -77.38397 37.21626, -77.38394 37.21635, -77.38378 37.2169, -77.3837 37.21715, -77.38365 37.21731, -77.38357 37.21757, -77.38352 37.21772, -77.38348 37.21782, -77.38344 37.21794, -77.38335 37.21821)",2023
110+15325,0.932,4486,1.29,1.25,1.23,,,,,,,"LINESTRING (-77.38335 37.21821, -77.38323 37.21832, -77.38316 37.21848, -77.38308 37.21871, -77.38302 37.21903, -77.38298 37.21936, -77.38298 37.21938, -77.38298 37.21976, -77.38299 37.21999, -77.383 37.22034, -77.38303 37.22074, -77.38306 37.22106, -77.38311 37.22131, -77.38313 37.2214, -77.38315 37.22147, -77.38321 37.22161, -77.38324 37.22168, -77.38348 37.22202, -77.38367 37.22224, -77.38375 37.22231, -77.38406 37.22258, -77.38442 37.22292, -77.38461 37.22308, -77.38496 37.22339, -77.38542 37.22375, -77.38551 37.22382, -77.38577 37.224, -77.38612 37.22426, -77.38619 37.2243, -77.38626 37.22435, -77.38714 37.22495, -77.38731 37.22507, -77.38758 37.22525, -77.3879 37.2255, -77.38808 37.22567, -77.38817 37.22575, -77.3884 37.22599, -77.38864 37.22629, -77.38891 37.22666, -77.38913 37.22695, -77.38953 37.22747, -77.38987 37.22792, -77.3901 37.22822, -77.39039 37.22859, -77.39065 37.22894, -77.39072 37.22903, -77.39077 37.22909, -77.39088 37.22923, -77.39102 37.22934)",2023
110+18200,0.101,3262,1.67,1.6,1.55,,,,,,,"LINESTRING (-77.39102 37.22934, -77.39114 37.22949, -77.39128 37.22967, -77.39135 37.22976, -77.39144 37.22986, -77.39165 37.23012, -77.39173 37.23021, -77.39187 37.23039, -77.39202 37.23058)",2023
110P09470,0.423,7482,1.13,1.16,1.16,,,,,,336.411,"LINESTRING (-77.46572 37.19699, -77.46489 37.19753, -77.46446 37.19781, -77.46418 37.198, -77.46396 37.19814, -77.46382 37.19826, -77.46341 37.19867, -77.46321 37.19884, -77.46305 37.19897, -77.46297 37.19905, -77.46277 37.1993, -77.46258 37.19957, -77.4623 37.19997, -77.46213 37.20023, -77.46196 37.20058, -77.46187 37.20075, -77.46173 37.20102, -77.4612 37.20207, -77.46106 37.20235)",2023
110+09471,0.894,8450,1.18,1.2,1.2,,,,,,3402.664,"LINESTRING (-77.46106 37.20235, -77.46101 37.20273, -77.46078 37.20329, -77.4606 37.20379, -77.46027 37.20467, -77.46023 37.20479, -77.46014 37.20503, -77.46013 37.20506, -77.46 37.20534, -77.45994 37.20549, -77.45983 37.20573, -77.4598 37.20581, -77.4597 37.20602, -77.45964 37.20615, -77.45956 37.20634, -77.4595 37.20646, -77.45944 37.2066, -77.45935 37.2068, -77.4593 37.2069, -77.45922 37.20708, -77.45919 37.20713, -77.45911 37.2073, -77.45897 37.2076, -77.45891 37.20772, -77.45888 37.20779, -77.45886 37.20784, -77.45884 37.20789, -77.45862 37.20836, -77.45861 37.20838, -77.45853 37.20855, -77.45831 37.209, -77.45829 37.20905, -77.45827 37.20909, -77.4582 37.20923, -77.45779 37.21011, -77.45755 37.21062, -77.45737 37.211, -77.45712 37.21153, -77.45693 37.21193, -77.45683 37.21214, -77.45674 37.21234, -77.45663 37.21256, -77.45661 37.21261, -77.45654 37.21275, -77.45651 37.21281, -77.45642 37.213, -77.45635 37.21315, -77.45632 37.21322, -77.4563 37.21326, -77.45627 37.21332, -77.45614 37.21361, -77.45611 37.21367, -77.45598 37.21391, -77.45594 37.21398, -77.45589 37.21406, -77.45579 37.21421, -77.45565 37.21437, -77.45552 37.21447)",2023
110P09471,0.037,4658,1.24,1.33,1.3,,,,,,14.742,"LINESTRING (-77.45552 37.21447, -77.45535 37.21456, -77.45519 37.21465, -77.45496 37.21476)",2023
110+09472,1.506,5883,1.12,1.13,1.12,,,,,,1651.321,"LINESTRING (-77.45496 37.21476, -77.45474 37.21481, -77.45456 37.21486, -77.45448 37.21488, -77.45396 37.21501, -77.45371 37.21508, -77.45336 37.21517, -77.45224 37.21545, -77.45178 37.21556, -77.45175 37.21557, -77.45132 37.21568, -77.45127 37.21569, -77.45085 37.2158, -77.45009 37.21599, -77.45005 37.216, -77.44989 37.21604, -77.44951 37.21613, -77.44905 37.21624, -77.44872 37.21632, -77.44852 37.21638, -77.44794 37.21653, -77.44719 37.21673, -77.44677 37.21683, -77.44604 37.21699, -77.44555 37.2171, -77.44502 37.21719, -77.44487 37.21722, -77.44479 37.21724, -77.44467 37.21726, -77.44453 37.21728, -77.4443 37.21732, -77.44362 37.21744, -77.44348 37.21746, -77.44318 37.21751, -77.4425 37.21762, -77.4418 37.21774, -77.44117 37.21786, -77.44085 37.21792, -77.44032 37.21802, -77.44005 37.21807, -77.43933 37.21819, -77.43914 37.21822, -77.43877 37.21828, -77.43791 37.21844, -77.43783 37.21846, -77.43772 37.21848, -77.43763 37.2185, -77.43724 37.21858, -77.43689 37.21866, -77.43646 37.21877, -77.43602 37.21888, -77.43457 37.21924, -77.43269 37.21972, -77.43255 37.21975, -77.43188 37.21992, -77.43164 37.21991, -77.4314 37.21995, -77.43101 37.22005, -77.43062 37.22014, -77.43029 37.22022, -77.42981 37.22033, -77.42938 37.22044, -77.42925 37.22047, -77.42879 37.22057, -77.42862 37.2206)",2023
110+09473,1.295,8972,1.21,1.19,1.19,,,,,,,"LINESTRING (-77.42862 37.2206, -77.42846 37.22062, -77.42835 37.22063, -77.42813 37.22066, -77.42793 37.22068, -77.42787 37.22068, -77.4273 37.22072, -77.42677 37.22074, -77.42655 37.22075, -77.42621 37.22077, -77.42528 37.22082, -77.42493 37.22084, -77.42468 37.22088, -77.42454 37.22091, -77.42446 37.22093, -77.42415 37.22102, -77.4233 37.22134, -77.42254 37.22163, -77.42148 37.22202, -77.42122 37.22212, -77.42064 37.22234, -77.42026 37.22248, -77.41724 37.22359, -77.41641 37.2239, -77.41599 37.22403, -77.41554 37.22413, -77.41505 37.22419, -77.4142 37.22423, -77.41367 37.22425, -77.41314 37.22427, -77.41288 37.22429, -77.41259 37.22434, -77.4122 37.22441, -77.41211 37.22443, -77.41149 37.22459, -77.41078 37.22478, -77.41027 37.22492, -77.40951 37.22511, -77.40921 37.22517, -77.40886 37.2252, -77.40869 37.22521, -77.40803 37.22527, -77.40771 37.22531, -77.40742 37.22534, -77.40734 37.22535, -77.40702 37.22539, -77.40693 37.2254, -77.40686 37.22541, -77.40639 37.22547, -77.40619 37.2255)",2023
110+09474,0.261,11320,1.35,1.34,1.36,,,,,,,"LINESTRING (-77.40619 37.2255, -77.40544 37.22563, -77.40511 37.22572, -77.40482 37.2258, -77.40431 37.22597, -77.40374 37.22617, -77.40362 37.22621, -77.40346 37.22625, -77.4033 37.22629, -77.40281 37.2264, -77.40262 37.22644, -77.40228 37.22651, -77.4018 37.22661, -77.40134 37.2267, -77.40065 37.22682, -77.40042 37.22686, -77.40016 37.22691, -77.39978 37.22698, -77.39951 37.22703, -77.39936 37.22705, -77.39951 37.22762, -77.39953 37.22771, -77.39957 37.22787, -77.39961 37.22805, -77.39971 37.22845, -77.39994 37.22912, -77.40017 37.2301, -77.40035 37.23104, -77.40041 37.23137, -77.4009 37.23135, -77.40132 37.23133, -77.40136 37.23175, -77.40137 37.2319, -77.40138 37.23203, -77.40141 37.23227, -77.40146 37.23277, -77.40182 37.23275, -77.40199 37.23275, -77.40216 37.23273, -77.40227 37.23273, -77.40248 37.23272, -77.40278 37.2327, -77.40304 37.23269)",2023
110+09475,0.894,7094,1.22,1.23,1.25,,,,,,,"LINESTRING (-77.40304 37.23269, -77.40306 37.23293, -77.40307 37.23299, -77.40309 37.23314, -77.40314 37.23368, -77.40317 37.23394, -77.40324 37.23423, -77.4033 37.23444, -77.40333 37.23457, -77.40347 37.23496, -77.40366 37.23546, -77.40385 37.23593, -77.40393 37.23612, -77.40402 37.23637, -77.40416 37.23675, -77.40457 37.23773, -77.40462 37.23786, -77.40476 37.23821, -77.40493 37.23864, -77.40507 37.23902, -77.40521 37.23938, -77.40538 37.23981, -77.40548 37.24007, -77.40558 37.24026, -77.40576 37.24051, -77.40604 37.24075, -77.40633 37.24097, -77.40681 37.24134, -77.40708 37.24155, -77.40715 37.2416, -77.40735 37.24175, -77.40755 37.2419, -77.40788 37.24214, -77.40825 37.24243, -77.40865 37.24275, -77.40867 37.24276, -77.40874 37.24281, -77.40911 37.2431, -77.40942 37.24336, -77.40951 37.24348, -77.40961 37.24365, -77.40969 37.24384, -77.40975 37.24402)",2023
110+09476,0.993,12034,1.21,1.24,1.26,,,,,,,"LINESTRING (-77.40975 37.24402, -77.40986 37.2445, -77.4099 37.24465, -77.40992 37.24474, -77.40995 37.24487, -77.41003 37.24523, -77.41013 37.24569, -77.41016 37.2458, -77.41018 37.24589, -77.41024 37.24613, -77.41025 37.24619, -77.41028 37.24633, -77.41033 37.24655, -77.41036 37.24668, -77.41041 37.24691, -77.41045 37.24707, -77.41051 37.24734, -77.41052 37.24741, -77.41057 37.24763, -77.41069 37.24815, -77.4107 37.24825, -77.41072 37.24836, -77.41075 37.24859, -77.41076 37.24871, -77.41078 37.24885, -77.41079 37.24901, -77.41081 37.24922, -77.41083 37.24946, -77.41085 37.24961, -77.41087 37.24985, -77.41088 37.25008, -77.41088 37.25021, -77.41088 37.25027, -77.41088 37.25037, -77.41089 37.25049, -77.41091 37.25074, -77.41092 37.25092, -77.41094 37.25109, -77.41095 37.25126, -77.41096 37.25134, -77.41097 37.2515, -77.41099 37.25183, -77.41101 37.25206, -77.41102 37.25224, -77.41106 37.25269, -77.41107 37.25306, -77.4111 37.25353, -77.4111 37.25356, -77.41114 37.25398, -77.41115 37.25416, -77.41115 37.25421, -77.41116 37.25446, -77.41117 37.25468, -77.41119 37.25494, -77.41119 37.25501, -77.4112 37.2551, -77.4112 37.25517, -77.41121 37.25532, -77.41124 37.25573, -77.41125 37.25591, -77.41126 37.25606, -77.41127 37.25629, -77.41128 37.25639, -77.4113 37.25674, -77.41132 37.25702, -77.41133 37.25732, -77.41134 37.25765, -77.41135 37.25778, -77.41135 37.25788, -77.41136 37.25799, -77.41137 37.25831)",2023
110+09477,0.898,10274,1.35,1.36,1.36,,,,,,,"LINESTRING (-77.41137 37.25831, -77.4114 37.25866, -77.41142 37.25892, -77.41142 37.259, -77.41142 37.25911, -77.41143 37.25934, -77.41143 37.25947, -77.41144 37.25966, -77.41144 37.25988, -77.41145 37.26006, -77.41146 37.26024, -77.41147 37.26053, -77.41148 37.26086, -77.41153 37.26165, -77.41153 37.26182, -77.41154 37.26198, -77.41156 37.26254, -77.41159 37.26321, -77.41161 37.26368, -77.41162 37.26388, -77.41164 37.26419, -77.41168 37.26485, -77.41169 37.26499, -77.41169 37.26507, -77.41172 37.26549, -77.41174 37.26584, -77.41176 37.26627, -77.41176 37.26675, -77.41176 37.26692, -77.41177 37.26709, -77.41179 37.2676, -77.4118 37.26772, -77.41184 37.26833, -77.41185 37.26854, -77.41186 37.26872, -77.41186 37.26902, -77.41187 37.26928, -77.41187 37.26941, -77.41188 37.26968, -77.41188 37.26982, -77.41188 37.27018, -77.41189 37.27048, -77.4119 37.27065, -77.4119 37.27074, -77.4119 37.27079, -77.4119 37.27083, -77.41191 37.27114, -77.41191 37.2713)",2023
110+09478,1.046,11738,1.2,1.21,1.23,,,,,,9068.088,"LINESTRING (-77.41191 37.2713, -77.41194 37.27193, -77.41195 37.27211, -77.41195 37.27217, -77.41196 37.27235, -77.41197 37.27248, -77.41198 37.27258, -77.41199 37.27278, -77.412 37.27305, -77.41201 37.27319, -77.41202 37.27341, -77.41202 37.27345, -77.41203 37.27365, -77.41204 37.27383, -77.41204 37.27385, -77.41206 37.2742, -77.41207 37.27461, -77.41208 37.2748, -77.41209 37.27494, -77.41209 37.27501, -77.41209 37.27517, -77.4121 37.27541, -77.4121 37.27553, -77.41211 37.27574, -77.41212 37.27591, -77.41213 37.27611, -77.41214 37.27662, -77.41215 37.27684, -77.41218 37.27733, -77.41219 37.27746, -77.4122 37.27769, -77.4122 37.27781, -77.41221 37.27805, -77.41221 37.27821, -77.41222 37.27843, -77.41223 37.2787, -77.41224 37.27891, -77.41224 37.27901, -77.41224 37.27908, -77.41225 37.27927, -77.41225 37.27938, -77.41225 37.27958, -77.41225 37.27966, -77.41225 37.27989, -77.41225 37.28006, -77.41226 37.28037, -77.41226 37.28047, -77.41226 37.28054, -77.41226 37.28077, -77.41226 37.281, -77.41226 37.28119, -77.41228 37.2817, -77.41228 37.28183, -77.41228 37.2819, -77.41228 37.28199, -77.41229 37.28223, -77.4123 37.28238, -77.41231 37.28264, -77.41231 37.28266, -77.4123 37.28289, -77.41228 37.28307, -77.41225 37.28337, -77.41223 37.28357, -77.41221 37.28369, -77.4122 37.28375, -77.41216 37.2839, -77.41206 37.28431, -77.41199 37.28456, -77.41189 37.28493, -77.41185 37.28508, -77.41179 37.28542, -77.41177 37.28553, -77.41173 37.28576, -77.41171 37.28598, -77.4117 37.28612, -77.41167 37.28639)",2023
110+09479,1.323,8603,1.19,1.18,1.21,,,,,,,"LINESTRING (-77.41167 37.28639, -77.41161 37.28682, -77.41157 37.28706, -77.41156 37.28714, -77.41153 37.28737, -77.41149 37.2876, -77.41145 37.28788, -77.41138 37.28833, -77.41137 37.28837, -77.41136 37.2885, -77.41135 37.28857, -77.41134 37.28861, -77.41132 37.28881, -77.4113 37.28892, -77.41129 37.28903, -77.41126 37.28923, -77.41119 37.2898, -77.41115 37.29012, -77.4111 37.29056, -77.41102 37.29117, -77.41093 37.29177, -77.4109 37.292, -77.41079 37.29259, -77.41074 37.29288, -77.41068 37.29318, -77.41058 37.2937, -77.41056 37.29383, -77.41054 37.29392, -77.41048 37.29424, -77.41029 37.29523, -77.41023 37.29553, -77.41014 37.29601, -77.41009 37.29627, -77.40989 37.29731, -77.40977 37.2979, -77.40961 37.29872, -77.40945 37.29966, -77.4094 37.30003, -77.40937 37.30032, -77.40932 37.30102, -77.40924 37.30188, -77.4092 37.30233, -77.40919 37.30239, -77.40915 37.3029, -77.40908 37.30373, -77.40908 37.30376, -77.40905 37.30409, -77.40903 37.30428, -77.40903 37.30433, -77.409 37.30459, -77.40899 37.30484, -77.40898 37.30501, -77.40898 37.30505, -77.40897 37.30515, -77.40896 37.30541)",2023
